RASHUT,ID,SES,PERIPH,JEWISH,YEAR,DIST_FROM_TLV,JEWS_PERCENT,Teachers-skills,immigrant,Special-Education,Matriculation-eligibility,Excellent-matriculation-eligibility,Math,Class-size,Teacher-student-ratio,ALLOCATION_LOG
אבו גוש,1,2,6,0,2014,41.6,0.0,19.0,0.0,14.0,51.0,2.0,0.0,25.0,8.0,7.425357887027151
אבו גוש,1,3,6,0,2015,41.6,0.0,22.0,0.0,13.0,47.0,1.0,0.0,25.0,8.0,7.7306140660637395
אבו גוש,1,3,6,0,2016,41.0,0.0,21.0,0.0,13.0,55.0,7.0,6.0,25.0,8.0,8.282483003730562
אבו גוש,1,3,6,0,2017,41.0,0.0,22.0,0.0,12.0,48.0,1.0,4.0,25.0,7.0,8.231376045573969
אבו גוש,1,3,6,0,2018,41.0,0.0,34.0,0.0,17.0,59.0,0.0,4.0,24.0,7.0,8.254008590564844
אבו גוש,1,3,6,0,2019,41.0,0.0,37.0,0.0,17.0,69.0,3.0,5.0,23.0,7.0,8.443977129084978
אבו גוש,1,3,6,0,2020,41.0,0.0,37.0,0.0,17.0,75.0,5.0,8.0,23.0,7.0,8.145549631783584
אבו סנאן,2,3,4,0,2014,107.9,0.0,19.0,0.0,7.0,44.0,4.0,8.0,26.0,10.0,6.161207321695077
אבו סנאן,2,3,4,0,2015,107.9,0.0,21.0,0.0,8.0,46.0,10.0,9.0,25.0,10.0,6.704414354964107
אבו סנאן,2,3,4,0,2016,106.5,0.0,25.0,0.0,8.0,49.0,7.0,7.0,25.0,10.0,6.873163834212518
אבו סנאן,2,3,4,0,2017,106.5,0.0,26.0,0.0,8.0,67.0,14.0,12.0,25.0,9.0,6.78105762593618
אבו סנאן,2,3,4,0,2018,106.5,0.0,29.0,0.0,8.0,63.0,7.0,12.0,26.0,9.0,7.355001921105257
אבו סנאן,2,3,4,0,2019,106.5,0.0,32.0,0.0,7.0,69.0,11.0,9.0,26.0,9.0,7.273092595999522
אבו סנאן,2,3,4,0,2020,106.5,0.0,35.0,0.0,7.0,67.0,17.0,16.0,25.0,9.0,6.776506992372183
אבן יהודה,3,8,7,1,2014,14.4,98.3,32.0,6.0,1.0,88.0,10.0,14.0,33.0,14.0,7.61972421378267
אבן יהודה,3,8,7,1,2015,15.1,98.3,34.0,6.0,4.0,78.0,10.0,11.0,33.0,13.0,7.7284157798410416
אבן יהודה,3,8,7,1,2016,14.4,98.3,36.0,7.0,4.0,89.0,12.0,18.0,31.0,13.0,7.689828668736484
אבן יהודה,3,8,7,1,2017,14.4,98.3,39.0,8.0,4.0,85.0,18.0,21.0,30.0,13.0,7.71333788887187
אבן יהודה,3,8,7,1,2018,14.4,98.5,40.0,9.0,2.0,87.0,16.0,25.0,29.0,13.0,7.788211557847076
אבן יהודה,3,9,7,1,2019,14.4,98.4,46.0,10.0,3.0,89.0,15.0,27.0,28.0,14.0,7.8528278122817445
אבן יהודה,3,9,7,1,2020,14.4,98.4,45.0,15.0,3.0,88.0,15.0,24.0,28.0,14.0,7.741533589281828
אום אל-פחם,4,2,6,0,2014,58.6,0.0,21.0,0.0,6.0,63.0,7.0,7.0,28.0,12.0,6.584791392385716
אום אל-פחם,4,2,6,0,2015,58.6,0.0,23.0,0.0,7.0,60.0,9.0,8.0,28.0,12.0,6.8501261661455
אום אל-פחם,4,2,5,0,2016,57.8,0.0,26.0,0.0,6.0,58.0,8.0,7.0,27.0,12.0,6.732210706467206
אום אל-פחם,4,2,5,0,2017,57.8,0.0,29.0,0.0,7.0,66.0,9.0,9.0,27.0,11.0,6.927557906278317
אום אל-פחם,4,2,5,0,2018,57.8,0.0,31.0,0.0,7.0,62.0,9.0,8.0,27.0,11.0,6.654152520183219
אום אל-פחם,4,2,5,0,2019,57.8,0.0,34.0,0.0,6.0,64.0,11.0,10.0,27.0,11.0,6.698268054115413
אום אל-פחם,4,2,5,0,2020,57.8,0.0,36.0,0.0,6.0,68.0,14.0,12.0,27.0,11.0,6.508769136971682
אופקים,5,3,4,1,2014,85.8,92.8,26.0,2.0,8.0,47.0,0.0,3.0,24.0,12.0,7.418180822726788
אופקים,5,3,4,1,2015,85.8,92.9,27.0,1.0,8.0,47.0,0.0,3.0,23.0,13.0,7.477604243197589
אופקים,5,3,3,1,2016,86.8,93.0,27.0,1.0,8.0,47.0,1.0,4.0,23.0,13.0,7.5485559791698735
אופקים,5,3,3,1,2017,86.8,93.0,28.0,1.0,8.0,48.0,4.0,8.0,23.0,13.0,7.590346945602565
אופקים,5,3,3,1,2018,86.8,92.8,30.0,1.0,8.0,46.0,4.0,7.0,23.0,12.0,7.616775808698373
אופקים,5,3,3,1,2019,86.8,92.8,30.0,1.0,8.0,50.0,2.0,5.0,24.0,12.0,7.675081857716334
אופקים,5,3,3,1,2020,86.8,93.4,34.0,1.0,8.0,51.0,3.0,5.0,23.0,12.0,7.30854279753919
אור יהודה,6,5,8,1,2014,0.0,98.1,32.0,3.0,6.0,53.0,0.0,0.0,26.0,11.0,8.361240889642351
אור יהודה,6,5,8,1,2015,0.0,98.0,31.0,2.0,7.0,53.0,0.0,1.0,26.0,11.0,8.342363500380579
אור יהודה,6,5,8,1,2016,0.0,97.8,33.0,1.0,7.0,58.0,1.0,4.0,26.0,11.0,8.432070937999402
אור יהודה,6,6,8,1,2017,0.0,97.9,33.0,1.0,8.0,63.0,1.0,3.0,27.0,11.0,8.564076777315087
אור יהודה,6,6,8,1,2018,0.0,97.8,36.0,1.0,8.0,66.0,1.0,4.0,26.0,11.0,8.654691704601872
אור יהודה,6,5,8,1,2019,0.0,97.6,38.0,1.0,8.0,64.0,1.0,5.0,26.0,12.0,8.74528448245438
אור יהודה,6,5,8,1,2020,0.0,97.7,40.0,1.0,8.0,78.0,5.0,8.0,26.0,11.0,8.70334075304372
אור עקיבא,7,4,6,1,2014,38.7,92.6,47.0,1.0,8.0,84.0,6.0,11.0,23.0,9.0,7.994294986415977
אור עקיבא,7,5,6,1,2015,38.7,92.5,46.0,1.0,7.0,73.0,5.0,11.0,23.0,9.0,8.089789175789319
אור עקיבא,7,5,5,1,2016,39.5,92.4,50.0,1.0,7.0,84.0,3.0,10.0,25.0,9.0,8.121480374750751
אור עקיבא,7,5,5,1,2017,39.5,92.2,48.0,1.0,8.0,82.0,3.0,13.0,25.0,9.0,8.185350223178686
אור עקיבא,7,5,5,1,2018,39.5,92.0,50.0,1.0,8.0,87.0,4.0,16.0,25.0,9.0,7.967973179662935
אור עקיבא,7,5,5,1,2019,39.5,91.6,46.0,2.0,8.0,89.0,4.0,11.0,25.0,8.0,7.944846711001996
אור עקיבא,7,5,5,1,2020,39.5,91.7,49.0,2.0,7.0,94.0,8.0,13.0,25.0,9.0,7.830822995135316
אורנית,8,8,7,1,2014,15.1,98.7,28.0,0.0,4.0,,,,32.0,12.0,8.167068178341237
אורנית,8,8,7,1,2015,15.1,98.7,33.0,1.0,4.0,,,,29.0,12.0,8.22040309993373
אורנית,8,8,6,1,2016,15.3,98.5,35.0,1.0,6.0,,,,29.0,13.0,7.9208096792886
אורנית,8,8,6,1,2017,15.3,98.6,41.0,0.0,4.0,,,,30.0,12.0,8.01565761455734
אורנית,8,8,6,1,2018,15.3,98.5,46.0,0.0,4.0,,,,29.0,12.0,7.80954132465341
אורנית,8,9,6,1,2019,15.3,98.4,46.0,0.0,4.0,89.0,15.0,40.0,28.0,13.0,8.104703468371108
אורנית,8,9,6,1,2020,15.3,98.5,48.0,0.0,4.0,92.0,9.0,29.0,27.0,13.0,8.058327306580958
אזור,9,6,9,1,2014,0.0,94.7,41.0,0.0,1.0,,,,26.0,11.0,8.458504195067558
אזור,9,7,9,1,2015,0.0,94.7,36.0,0.0,1.0,,,,28.0,10.0,8.660947155060933
אזור,9,7,9,1,2016,0.0,94.4,38.0,1.0,1.0,,,,26.0,11.0,8.609590040682205
אזור,9,7,9,1,2017,0.0,94.2,41.0,0.0,1.0,,,,26.0,11.0,8.927446816256198
אזור,9,7,9,1,2018,0.0,94.0,42.0,1.0,1.0,,,,26.0,12.0,8.873047798971067
אזור,9,7,9,1,2019,0.0,93.8,43.0,1.0,2.0,,,,26.0,12.0,9.030854790001436
אזור,9,7,9,1,2020,0.0,93.6,44.0,1.0,2.0,,,,26.0,12.0,8.806274284781725
אילת,10,5,1,1,2014,321.7,83.5,30.0,4.0,7.0,73.0,4.0,7.0,26.0,11.0,8.110427237575024
אילת,10,6,1,1,2015,321.7,83.0,32.0,4.0,7.0,68.0,5.0,7.0,26.0,10.0,8.133293861222633
אילת,10,6,1,1,2016,321.4,82.3,34.0,3.0,7.0,72.0,4.0,7.0,27.0,11.0,8.09559870137819
אילת,10,6,1,1,2017,321.4,81.6,37.0,3.0,8.0,75.0,7.0,9.0,26.0,10.0,8.22121009392507
אילת,10,6,1,1,2018,321.4,80.7,38.0,3.0,7.0,75.0,4.0,9.0,26.0,10.0,8.338783971442199
אילת,10,6,1,1,2019,321.4,79.8,40.0,4.0,8.0,70.0,3.0,10.0,27.0,10.0,8.365672383774996
אילת,10,6,1,1,2020,321.4,83.4,42.0,7.0,8.0,76.0,6.0,9.0,26.0,10.0,8.063062911326792
אכסאל,11,2,5,0,2014,85.1,0.0,21.0,0.0,8.0,50.0,1.0,3.0,29.0,11.0,5.8664680569332965
אכסאל,11,3,5,0,2015,30.3,0.0,22.0,0.0,7.0,44.0,0.0,4.0,29.0,11.0,5.455321115357702
אכסאל,11,3,4,0,2016,83.7,0.0,24.0,0.0,7.0,54.0,2.0,4.0,28.0,11.0,5.298317366548036
אכסאל,11,3,4,0,2017,83.7,0.0,27.0,0.0,7.0,45.0,3.0,4.0,27.0,10.0,6.003887067106539
אכסאל,11,3,4,0,2018,83.7,0.0,30.0,0.0,7.0,51.0,1.0,3.0,27.0,10.0,0.0
אכסאל,11,3,4,0,2019,83.7,0.0,33.0,0.0,7.0,61.0,4.0,5.0,27.0,10.0,6.20050917404269
אכסאל,11,3,4,0,2020,83.7,0.0,42.0,0.0,7.0,68.0,3.0,2.0,27.0,10.0,0.0
אל-בטוף,12,1,4,0,2014,96.2,0.0,26.0,0.0,3.0,54.0,1.0,10.0,24.0,11.0,0.0
אל-בטוף,12,2,4,0,2015,96.2,0.0,32.0,0.0,2.0,62.0,2.0,6.0,23.0,11.0,0.0
אל-בטוף,12,2,3,0,2016,,0.0,35.0,0.0,2.0,65.0,2.0,10.0,23.0,10.0,0.0
אל-בטוף,12,2,3,0,2017,,0.0,40.0,0.0,3.0,63.0,1.0,8.0,24.0,10.0,0.0
אל-בטוף,12,2,3,0,2018,,0.0,47.0,0.0,3.0,64.0,2.0,7.0,24.0,10.0,7.638198244285779
אל-בטוף,12,1,3,0,2019,,0.0,53.0,0.0,3.0,64.0,6.0,12.0,23.0,10.0,5.655991810819852
אל-בטוף,12,1,3,0,2020,,0.0,57.0,0.0,2.0,69.0,5.0,8.0,23.0,10.0,6.543911845564792
אל קסום,13,1,3,0,2014,,0.0,10.0,0.0,7.0,55.0,0.0,0.0,26.0,12.0,3.2188758248682006
אל קסום,13,1,3,0,2015,,0.0,12.0,0.0,7.0,40.0,0.0,0.0,25.0,12.0,5.327876168789581
אל קסום,13,1,3,0,2016,,0.0,13.0,0.0,6.0,40.0,0.0,0.0,25.0,12.0,6.71901315438526
אל קסום,13,1,3,0,2017,,0.0,14.0,0.0,6.0,44.0,0.0,1.0,25.0,11.0,5.267858159063328
אל קסום,13,1,3,0,2018,,0.0,14.0,0.0,7.0,45.0,0.0,4.0,25.0,11.0,0.0
אל קסום,13,2,3,0,2019,,0.0,17.0,0.0,6.0,53.0,0.0,4.0,26.0,11.0,5.908082938168931
אל קסום,13,2,3,0,2020,,0.0,21.0,0.0,6.0,58.0,0.0,4.0,25.0,11.0,6.016157159698354
אלונה,14,7,5,1,2014,53.1,98.0,26.0,2.0,1.0,,,,27.0,12.0,8.510168576479273
אלונה,14,8,5,1,2015,53.1,98.4,33.0,3.0,1.0,,,,28.0,12.0,8.445482343862237
אלונה,14,8,5,1,2016,,98.5,30.0,2.0,1.0,,,,28.0,13.0,8.540714386457584
אלונה,14,8,5,1,2017,,98.3,28.0,1.0,2.0,,,,28.0,13.0,8.473659189392508
אלונה,14,8,5,1,2018,,98.1,32.0,1.0,3.0,,,,28.0,14.0,8.593598522618644
אלונה,14,8,5,1,2019,,98.1,40.0,2.0,2.0,,,,27.0,13.0,8.623353387244627
אלונה,14,8,5,1,2020,,98.4,29.0,2.0,2.0,,,,27.0,13.0,8.458716261657262
אליכין,15,5,6,1,2014,30.3,98.9,20.0,0.0,2.0,,,,25.0,10.0,8.993675786759683
אליכין,15,6,6,1,2015,30.3,98.8,28.0,0.0,3.0,,,,25.0,8.0,8.702177865629675
אליכין,15,6,6,1,2016,30.2,98.9,25.0,0.0,1.0,,,,22.0,6.0,8.766082459148864
אליכין,15,6,6,1,2017,30.2,98.8,30.0,0.0,1.0,,,,24.0,6.0,8.97259066827261
אליכין,15,6,6,1,2018,30.2,98.9,39.0,0.0,2.0,,,,24.0,9.0,9.379238908437996
אליכין,15,6,6,1,2019,30.2,98.8,29.0,0.0,2.0,,,,22.0,7.0,9.373818840968658
אליכין,15,6,6,1,2020,30.2,98.8,53.0,0.0,3.0,,,,25.0,9.0,9.471319061593414
אלעד,16,2,7,1,2014,11.4,100.0,13.0,1.0,4.0,69.0,4.0,0.0,25.0,31.0,6.569481420414296
אלעד,16,2,7,1,2015,11.4,100.0,13.0,1.0,4.0,79.0,1.0,0.0,25.0,27.0,6.62273632394984
אלעד,16,2,7,1,2016,11.4,100.0,13.0,1.0,4.0,81.0,4.0,4.0,25.0,27.0,6.633318433280377
אלעד,16,2,7,1,2017,11.4,100.0,14.0,0.0,4.0,59.0,1.0,2.0,25.0,27.0,6.833031732786201
אלעד,16,2,7,1,2018,11.4,100.0,14.0,0.0,4.0,40.0,3.0,4.0,25.0,19.0,6.717804695023691
אלעד,16,2,7,1,2019,11.4,100.0,14.0,0.0,5.0,40.0,2.0,7.0,25.0,19.0,7.001245622069476
אלעד,16,2,7,1,2020,11.4,100.0,15.0,0.0,5.0,46.0,4.0,8.0,25.0,19.0,6.776506992372183
אלפי מנשה,17,8,7,1,2014,18.7,97.3,28.0,0.0,3.0,,,,32.0,12.0,7.795234929002173
אלפי מנשה,17,8,7,1,2015,17.4,97.0,35.0,0.0,3.0,,,,33.0,13.0,7.964155718840937
אלפי מנשה,17,8,6,1,2016,17.9,96.9,34.0,0.0,2.0,,,,32.0,12.0,8.034955024502159
אלפי מנשה,17,8,6,1,2017,17.9,96.8,41.0,0.0,3.0,,,,31.0,13.0,8.04044688130311
אלפי מנשה,17,8,6,1,2018,17.9,96.5,39.0,0.0,3.0,,,,31.0,13.0,8.617219505483362
אלפי מנשה,17,8,6,1,2019,17.9,96.3,43.0,0.0,4.0,,,,30.0,13.0,8.256347772918016
אלפי מנשה,17,8,6,1,2020,17.9,96.4,43.0,1.0,4.0,,,,28.0,12.0,8.155936337972394
אלקנה,18,8,7,1,2014,17.4,99.9,39.0,3.0,2.0,91.0,24.0,18.0,34.0,10.0,5.529429087511423
אלקנה,18,7,7,1,2015,93.9,99.9,40.0,3.0,3.0,88.0,8.0,11.0,34.0,10.0,6.727431724850855
אלקנה,18,7,6,1,2016,17.9,99.9,45.0,1.0,4.0,91.0,12.0,18.0,32.0,10.0,6.532334292222349
אלקנה,18,7,6,1,2017,17.9,99.8,46.0,1.0,5.0,97.0,16.0,26.0,33.0,10.0,7.080026499922591
אלקנה,18,7,6,1,2018,17.9,99.9,47.0,1.0,6.0,98.0,14.0,33.0,32.0,9.0,7.036148493750536
אלקנה,18,8,6,1,2019,17.9,99.8,52.0,1.0,6.0,95.0,13.0,37.0,29.0,9.0,6.925595197110468
אלקנה,18,8,6,1,2020,17.9,99.8,56.0,1.0,8.0,94.0,30.0,47.0,28.0,9.0,6.902742737158593
אעבלין,19,3,5,0,2014,93.9,0.0,31.0,0.0,6.0,76.0,19.0,19.0,29.0,12.0,6.566672429803241
אעבלין,19,3,5,0,2015,67.1,0.0,32.0,0.0,6.0,69.0,19.0,18.0,29.0,12.0,6.436150368369428
אעבלין,19,3,5,0,2016,93.3,0.0,32.0,0.0,6.0,66.0,16.0,18.0,29.0,12.0,6.747586526829315
אעבלין,19,3,5,0,2017,93.3,0.0,36.0,0.0,6.0,73.0,15.0,19.0,30.0,12.0,6.7464121285733745
אעבלין,19,3,5,0,2018,93.3,0.0,37.0,0.0,6.0,74.0,13.0,18.0,30.0,12.0,6.959398512133975
אעבלין,19,3,5,0,2019,93.3,0.0,42.0,0.0,6.0,71.0,16.0,17.0,30.0,11.0,6.81783057145415
אעבלין,19,3,5,0,2020,93.3,0.0,46.0,0.0,5.0,78.0,15.0,15.0,29.0,10.0,6.78105762593618
אפרת,20,7,5,1,2014,67.1,99.6,40.0,10.0,11.0,85.0,11.0,18.0,29.0,8.0,7.786551806428712
אפרת,20,6,5,1,2015,67.1,99.6,41.0,10.0,11.0,89.0,25.0,23.0,30.0,8.0,7.88344635413774
אפרת,20,6,5,1,2016,65.8,99.7,42.0,10.0,12.0,92.0,14.0,26.0,30.0,7.0,7.8156105320351905
אפרת,20,6,5,1,2017,65.8,99.8,47.0,9.0,12.0,92.0,13.0,23.0,29.0,8.0,7.8655717576847906
אפרת,20,6,5,1,2018,65.8,99.8,49.0,9.0,13.0,94.0,14.0,33.0,28.0,7.0,7.416979621381154
אפרת,20,7,5,1,2019,65.8,99.7,47.0,8.0,12.0,96.0,18.0,29.0,28.0,7.0,7.550135342488429
אפרת,20,7,5,1,2020,65.8,99.7,47.0,8.0,12.0,99.0,18.0,39.0,28.0,7.0,7.353081920515432
אריאל,21,5,6,1,2014,31.9,81.2,30.0,2.0,7.0,76.0,1.0,8.0,26.0,11.0,7.893945138235959
אריאל,21,6,6,1,2015,31.9,81.2,36.0,1.0,7.0,77.0,6.0,14.0,27.0,11.0,8.027150106832774
אריאל,21,6,5,1,2016,34.7,80.7,41.0,2.0,8.0,90.0,9.0,19.0,27.0,11.0,7.749322464660356
אריאל,21,6,5,1,2017,34.7,80.4,42.0,2.0,9.0,90.0,4.0,17.0,26.0,11.0,8.019283792916793
אריאל,21,6,5,1,2018,34.7,79.2,41.0,2.0,10.0,82.0,7.0,20.0,26.0,9.0,8.288785810426928
אריאל,21,6,5,1,2019,34.7,78.8,46.0,2.0,10.0,97.0,15.0,25.0,27.0,10.0,8.011355109161286
אריאל,21,6,5,1,2020,34.7,80.5,45.0,2.0,11.0,95.0,14.0,19.0,26.0,10.0,8.018954683155718
אשדוד,22,5,7,1,2014,28.3,90.6,30.0,3.0,7.0,68.0,3.0,11.0,27.0,15.0,7.726212650507529
אשדוד,22,5,7,1,2015,28.3,90.4,31.0,3.0,6.0,70.0,4.0,12.0,28.0,14.0,7.811163385025279
אשדוד,22,5,7,1,2016,28.3,90.1,33.0,3.0,6.0,70.0,4.0,14.0,27.0,14.0,7.877397186353287
אשדוד,22,5,7,1,2017,28.3,89.9,34.0,3.0,7.0,71.0,5.0,17.0,27.0,14.0,7.937731775260109
אשדוד,22,5,7,1,2018,28.3,89.7,36.0,3.0,7.0,71.0,4.0,17.0,27.0,13.0,8.021256180143997
אשדוד,22,4,7,1,2019,28.3,89.5,38.0,3.0,7.0,71.0,5.0,17.0,26.0,13.0,8.019612794400267
אשדוד,22,4,7,1,2020,28.3,89.6,39.0,4.0,7.0,73.0,8.0,17.0,27.0,13.0,7.890956716138919
אשכול,23,6,4,1,2014,91.5,95.9,33.0,1.0,3.0,87.0,4.0,10.0,27.0,9.0,8.100161446936607
אשכול,23,6,4,1,2015,91.5,95.9,35.0,1.0,4.0,80.0,8.0,10.0,27.0,10.0,8.265650165580329
אשכול,23,6,3,1,2016,,95.6,35.0,1.0,4.0,84.0,8.0,13.0,28.0,10.0,8.28828304520769
אשכול,23,6,3,1,2017,,95.2,38.0,1.0,5.0,80.0,7.0,11.0,28.0,9.0,8.442900586834382
אשכול,23,6,3,1,2018,,95.3,38.0,1.0,5.0,86.0,4.0,12.0,26.0,9.0,8.552367266423891
אשכול,23,6,3,1,2019,,95.4,42.0,1.0,5.0,88.0,7.0,15.0,27.0,9.0,8.619208116822968
אשכול,23,6,3,1,2020,,95.5,42.0,1.0,5.0,87.0,11.0,18.0,26.0,9.0,8.523175263093785
אשקלון,24,5,6,1,2014,44.5,88.5,30.0,2.0,6.0,79.0,7.0,12.0,26.0,11.0,7.843848638152472
אשקלון,24,5,6,1,2015,44.5,88.1,32.0,3.0,5.0,75.0,7.0,11.0,27.0,11.0,7.902487437162855
אשקלון,24,5,5,1,2016,43.8,87.7,35.0,3.0,6.0,81.0,6.0,10.0,27.0,11.0,8.003363058629947
אשקלון,24,5,5,1,2017,43.8,87.3,36.0,4.0,6.0,84.0,7.0,18.0,28.0,11.0,7.95892649305011
אשקלון,24,5,5,1,2018,43.8,86.8,36.0,4.0,6.0,82.0,6.0,17.0,28.0,11.0,8.005367067316664
אשקלון,24,5,5,1,2019,43.8,86.4,37.0,4.0,6.0,85.0,6.0,16.0,28.0,11.0,8.07558263667172
אשקלון,24,5,5,1,2020,43.8,86.4,39.0,5.0,6.0,89.0,9.0,18.0,28.0,11.0,7.874739125171811
באקה אל-גרביה,25,3,5,0,2014,,0.0,28.0,0.0,4.0,60.0,10.0,9.0,29.0,12.0,6.052089168924417
באקה אל-גרביה,25,3,5,0,2015,,0.0,30.0,0.0,3.0,61.0,9.0,7.0,28.0,12.0,6.322565239927284
באקה אל-גרביה,25,3,5,0,2016,38.9,0.0,33.0,0.0,3.0,58.0,11.0,8.0,28.0,11.0,6.398594934535208
באקה אל-גרביה,25,3,5,0,2017,38.9,0.0,37.0,0.0,4.0,68.0,10.0,9.0,27.0,11.0,6.816735880594968
באקה אל-גרביה,25,3,5,0,2018,38.9,0.0,40.0,0.0,4.0,68.0,11.0,10.0,27.0,11.0,7.035268599281097
באקה אל-גרביה,25,3,5,0,2019,38.9,0.0,45.0,0.0,4.0,69.0,13.0,11.0,28.0,11.0,6.959398512133975
באקה אל-גרביה,25,3,5,0,2020,38.9,0.0,48.0,0.0,4.0,69.0,12.0,12.0,27.0,11.0,6.74993119378857
באר טוביה,26,6,6,1,2014,34.0,98.8,34.0,1.0,4.0,68.0,4.0,10.0,30.0,11.0,8.866863661202087
באר טוביה,26,7,6,1,2015,34.0,98.8,36.0,1.0,3.0,74.0,5.0,8.0,31.0,11.0,8.77909581088053
באר טוביה,26,7,5,1,2016,,98.6,39.0,1.0,3.0,73.0,8.0,12.0,30.0,11.0,8.839711378703475
באר טוביה,26,7,5,1,2017,,98.6,39.0,1.0,3.0,78.0,6.0,15.0,31.0,11.0,8.983565234427923
באר טוביה,26,7,5,1,2018,,98.4,39.0,1.0,3.0,79.0,7.0,19.0,30.0,10.0,9.060795734696166
באר טוביה,26,7,5,1,2019,,98.4,44.0,1.0,4.0,82.0,13.0,18.0,29.0,11.0,9.120853205474647
באר טוביה,26,7,5,1,2020,,98.5,44.0,0.0,4.0,83.0,11.0,17.0,28.0,10.0,8.94585385712759
באר יעקב,27,6,8,1,2014,8.9,96.7,29.0,5.0,2.0,52.0,3.0,7.0,32.0,11.0,8.436416881388949
באר יעקב,27,7,8,1,2015,8.9,96.7,29.0,4.0,2.0,64.0,4.0,7.0,32.0,10.0,8.118505067587098
באר יעקב,27,7,8,1,2016,9.5,96.5,30.0,3.0,3.0,63.0,6.0,4.0,30.0,11.0,8.208764045819667
באר יעקב,27,7,8,1,2017,9.5,96.4,32.0,3.0,2.0,75.0,4.0,9.0,29.0,11.0,8.235890725928495
באר יעקב,27,7,8,1,2018,9.5,96.2,33.0,3.0,3.0,66.0,4.0,13.0,29.0,12.0,8.289539484624141
באר יעקב,27,7,8,1,2019,9.5,96.2,37.0,4.0,3.0,71.0,3.0,7.0,29.0,12.0,8.106514516255185
באר יעקב,27,7,8,1,2020,9.5,96.4,40.0,4.0,3.0,83.0,6.0,12.0,29.0,12.0,7.879669914604289
באר שבע,28,5,5,1,2014,90.8,88.1,34.0,3.0,7.0,74.0,3.0,9.0,27.0,11.0,8.057377488557991
באר שבע,28,5,5,1,2015,90.8,87.9,35.0,3.0,7.0,76.0,4.0,9.0,27.0,10.0,8.049107721326406
באר שבע,28,5,5,1,2016,90.0,87.6,38.0,4.0,7.0,78.0,4.0,11.0,27.0,10.0,8.170468578330674
באר שבע,28,5,5,1,2017,90.0,87.2,39.0,4.0,7.0,81.0,5.0,12.0,27.0,10.0,8.277666160851503
באר שבע,28,5,5,1,2018,90.0,86.9,39.0,4.0,8.0,84.0,5.0,16.0,27.0,10.0,8.300031711779575
באר שבע,28,5,5,1,2019,90.0,86.5,42.0,4.0,8.0,84.0,6.0,16.0,27.0,10.0,8.353497098745448
באר שבע,28,5,5,1,2020,90.0,88.7,44.0,4.0,9.0,87.0,7.0,15.0,26.0,10.0,8.17695386822578
בוסתן אל-מרג',29,2,5,0,2014,81.3,0.0,22.0,0.0,3.0,55.0,4.0,9.0,26.0,12.0,0.0
בוסתן אל-מרג',29,2,5,0,2015,81.3,0.0,26.0,0.0,3.0,65.0,10.0,12.0,25.0,12.0,7.089243155027514
בוסתן אל-מרג',29,2,4,0,2016,,0.0,29.0,0.0,3.0,62.0,7.0,11.0,25.0,11.0,7.16703787691222
בוסתן אל-מרג',29,2,4,0,2017,,0.0,31.0,0.0,3.0,68.0,11.0,9.0,24.0,11.0,7.1098794630722715
בוסתן אל-מרג',29,2,4,0,2018,,0.0,44.0,0.0,4.0,62.0,8.0,11.0,25.0,11.0,6.846943139585379
בוסתן אל-מרג',29,3,4,0,2019,,0.0,52.0,0.0,4.0,60.0,4.0,13.0,25.0,11.0,7.440146680662688
בוסתן אל-מרג',29,3,4,0,2020,,0.0,56.0,0.0,3.0,66.0,8.0,11.0,25.0,11.0,7.360739903058278
בועיינה-נוג'ידאת,30,2,4,0,2014,107.7,0.0,30.0,0.0,5.0,51.0,3.0,7.0,26.0,12.0,4.343805421853684
בועיינה-נוג'ידאת,30,2,4,0,2015,107.7,0.0,28.0,0.0,5.0,52.0,5.0,7.0,26.0,11.0,5.529429087511423
בועיינה-נוג'ידאת,30,2,3,0,2016,107.1,0.0,29.0,0.0,5.0,56.0,6.0,6.0,26.0,11.0,6.727431724850855
בועיינה-נוג'ידאת,30,2,3,0,2017,107.1,0.0,31.0,0.0,5.0,68.0,5.0,11.0,24.0,10.0,6.561030665896573
בועיינה-נוג'ידאת,30,2,3,0,2018,107.1,0.0,36.0,0.0,6.0,54.0,7.0,12.0,24.0,10.0,6.71295620067707
בועיינה-נוג'ידאת,30,2,3,0,2019,107.1,0.0,46.0,0.0,6.0,66.0,4.0,10.0,24.0,10.0,6.739336627357174
בועיינה-נוג'ידאת,30,2,3,0,2020,107.1,0.0,51.0,0.0,6.0,75.0,6.0,9.0,24.0,10.0,6.925595197110468
בוקעאתא,31,2,2,0,2014,179.9,0.0,21.0,0.0,3.0,,,,26.0,11.0,6.98100574072173
בוקעאתא,31,2,2,0,2015,179.9,0.0,25.0,0.0,3.0,,,,26.0,11.0,7.382746449738912
בוקעאתא,31,2,2,0,2016,178.3,0.0,35.0,0.0,3.0,,,,25.0,11.0,6.246106765481563
בוקעאתא,31,2,2,0,2017,178.3,0.0,35.0,0.0,2.0,,,,24.0,10.0,7.739794458408701
בוקעאתא,31,2,2,0,2018,178.3,0.0,41.0,0.0,4.0,90.0,4.0,16.0,24.0,10.0,7.285506548522785
בוקעאתא,31,2,2,0,2019,178.3,0.0,50.0,0.0,4.0,86.0,2.0,8.0,23.0,10.0,7.9561263512135
בוקעאתא,31,2,2,0,2020,178.3,0.0,58.0,0.0,3.0,99.0,1.0,17.0,22.0,10.0,6.897704943128636
