RASHUT,ID,SES,PERIPH,JEWISH,YEAR,DIST_FROM_TLV,JEWS_PERCENT,Teachers-skills,immigrant,Special-Education,Matriculation-eligibility,Excellent-matriculation-eligibility,Math,Class-size,Teacher-student-ratio,ALLOCATION_LOG
מטה יהודה,154,7,5,1,2019,,88.9,42.0,1.0,7.0,73.0,6.0,19.0,27.0,10.0,8.607582191143917
מטה יהודה,154,7,5,1,2020,,97.2,43.0,1.0,8.0,80.0,11.0,15.0,27.0,10.0,8.642062173462106
מטולה,155,7,2,1,2014,171.3,93.7,31.0,1.0,4.0,,,,21.0,8.0,7.8336002236611035
מטולה,155,8,2,1,2015,171.3,93.1,44.0,0.0,3.0,,,,21.0,8.0,8.022240916806537
מטולה,155,8,2,1,2016,169.9,92.9,50.0,0.0,1.0,,,,19.0,7.0,8.316055720364643
מטולה,155,8,2,1,2017,169.9,91.7,44.0,0.0,2.0,,,,17.0,6.0,8.225770799348734
מטולה,155,8,2,1,2018,169.9,91.5,53.0,1.0,3.0,,,,16.0,6.0,8.7558950816463
מטולה,155,8,2,1,2019,169.9,91.6,69.0,5.0,1.0,,,,14.0,5.0,8.62515033292133
מטולה,155,8,2,1,2020,169.9,94.8,56.0,3.0,3.0,,,,13.0,5.0,8.596743470174246
מיתר,156,9,4,1,2014,95.6,98.5,24.0,1.0,2.0,,,,28.0,12.0,7.519692404116539
מיתר,156,9,4,1,2015,95.6,98.3,31.0,1.0,2.0,,,,27.0,13.0,7.450079569807499
מיתר,156,9,3,1,2016,92.4,97.7,36.0,0.0,2.0,,,,27.0,12.0,7.57353126274595
מיתר,156,8,3,1,2017,92.4,97.5,40.0,0.0,2.0,92.0,3.0,38.0,29.0,13.0,7.649692623711514
מיתר,156,8,3,1,2018,92.4,97.5,39.0,0.0,1.0,92.0,6.0,35.0,30.0,14.0,7.5595594960077
מיתר,156,9,3,1,2019,92.4,96.7,42.0,0.0,2.0,90.0,10.0,33.0,30.0,14.0,7.470224135899966
מיתר,156,9,3,1,2020,92.4,98.2,41.0,0.0,2.0,87.0,13.0,34.0,29.0,14.0,7.600902459542082
מנשה,157,6,6,1,2014,43.5,80.2,37.0,6.0,11.0,83.0,9.0,8.0,31.0,9.0,7.20934025660291
מנשה,157,6,6,1,2015,43.5,80.4,37.0,5.0,13.0,88.0,11.0,12.0,31.0,9.0,7.397561535524052
מנשה,157,6,5,1,2016,,80.4,40.0,5.0,12.0,89.0,10.0,13.0,30.0,9.0,7.5740450053721995
מנשה,157,7,5,1,2017,,80.5,41.0,5.0,12.0,92.0,14.0,17.0,26.0,8.0,7.349230824613334
מנשה,157,7,5,1,2018,,80.6,43.0,5.0,12.0,95.0,15.0,21.0,26.0,9.0,7.627057417018934
מנשה,157,7,5,1,2019,,80.7,47.0,5.0,12.0,90.0,14.0,20.0,26.0,9.0,7.355001921105257
מנשה,157,7,5,1,2020,,96.7,50.0,6.0,11.0,93.0,19.0,18.0,27.0,9.0,7.231287004327616
מסעדה,158,2,2,0,2014,181.0,0.0,35.0,0.0,3.0,75.0,3.0,7.0,27.0,11.0,6.835184586147301
מסעדה,158,2,2,0,2015,124.9,0.0,39.0,0.0,2.0,68.0,3.0,10.0,27.0,11.0,6.144185634125646
מסעדה,158,2,2,0,2016,179.4,0.0,33.0,0.0,3.0,70.0,3.0,10.0,28.0,10.0,7.15305163493748
מסעדה,158,2,2,0,2017,179.4,0.0,31.0,0.0,4.0,80.0,1.0,14.0,25.0,10.0,7.520234556474628
מסעדה,158,2,2,0,2018,179.4,0.0,35.0,0.0,4.0,85.0,2.0,13.0,26.0,10.0,7.462214939768189
מסעדה,158,2,2,0,2019,179.4,0.0,40.0,0.0,4.0,90.0,4.0,8.0,26.0,9.0,6.569481420414296
מסעדה,158,2,2,0,2020,179.4,0.0,45.0,0.0,4.0,97.0,2.0,13.0,26.0,9.0,6.912742820493176
מעיליא,159,5,4,0,2014,124.9,0.0,28.0,0.0,4.0,78.0,13.0,15.0,26.0,11.0,6.035481432524756
מעיליא,159,6,4,0,2015,124.9,0.0,33.0,0.0,3.0,78.0,24.0,29.0,26.0,10.0,6.731018100482083
מעיליא,159,6,3,0,2016,121.0,0.0,35.0,0.0,3.0,84.0,21.0,21.0,26.0,9.0,7.068172000388042
מעיליא,159,7,3,0,2017,121.0,0.0,38.0,0.0,3.0,95.0,29.0,23.0,25.0,10.0,7.554334823725748
מעיליא,159,7,3,0,2018,121.0,0.0,42.0,0.0,4.0,89.0,24.0,25.0,24.0,9.0,7.6004023345004
מעיליא,159,7,3,0,2019,121.0,0.0,45.0,0.0,4.0,87.0,37.0,34.0,24.0,10.0,7.484930283289661
מעיליא,159,7,3,0,2020,121.0,0.0,57.0,0.0,4.0,90.0,57.0,36.0,25.0,10.0,7.305860032684009
מעלה אדומים,160,5,6,1,2014,61.3,96.6,30.0,5.0,8.0,83.0,7.0,9.0,26.0,9.0,7.919719760924575
מעלה אדומים,160,6,6,1,2015,61.3,96.6,33.0,4.0,7.0,87.0,7.0,8.0,27.0,9.0,7.835579246669965
מעלה אדומים,160,6,5,1,2016,61.8,96.6,36.0,4.0,8.0,90.0,9.0,13.0,26.0,9.0,7.865187954187467
מעלה אדומים,160,6,5,1,2017,61.8,96.6,37.0,4.0,9.0,89.0,7.0,15.0,27.0,9.0,7.9966538754626075
מעלה אדומים,160,6,5,1,2018,61.8,96.5,39.0,3.0,10.0,94.0,9.0,18.0,26.0,9.0,8.10892415597534
מעלה אדומים,160,6,5,1,2019,61.8,96.4,41.0,2.0,9.0,95.0,9.0,17.0,26.0,9.0,8.219056661060598
מעלה אדומים,160,6,5,1,2020,61.8,96.6,41.0,2.0,10.0,95.0,14.0,19.0,26.0,9.0,8.081784206935001
מעלה אפרים,161,5,5,1,2014,61.5,88.9,38.0,1.0,18.0,64.0,0.0,0.0,,7.0,7.9817332866918855
מעלה אפרים,161,5,5,1,2015,61.5,89.1,33.0,0.0,12.0,67.0,5.0,2.0,,6.0,8.045908742270779
מעלה אפרים,161,5,4,1,2016,61.6,89.0,38.0,0.0,16.0,60.0,0.0,0.0,,7.0,7.81923445385907
מעלה אפרים,161,5,4,1,2017,61.6,88.8,37.0,0.0,29.0,77.0,0.0,0.0,,6.0,7.596894438144544
מעלה אפרים,161,5,4,1,2018,61.6,90.0,34.0,0.0,14.0,44.0,4.0,0.0,,6.0,8.037543185118697
מעלה אפרים,161,4,4,1,2019,61.6,89.6,39.0,0.0,13.0,63.0,3.0,9.0,,7.0,7.757051142032013
מעלה אפרים,161,4,4,1,2020,61.6,90.6,43.0,0.0,18.0,86.0,3.0,10.0,,7.0,
מעלה יוסף,162,5,3,1,2014,131.1,96.6,35.0,1.0,6.0,85.0,7.0,14.0,23.0,12.0,8.16735198705607
מעלה יוסף,162,7,3,1,2015,131.1,96.5,42.0,1.0,6.0,86.0,9.0,12.0,26.0,10.0,8.10258642539079
מעלה יוסף,162,7,3,1,2016,,96.3,48.0,1.0,6.0,93.0,4.0,16.0,30.0,11.0,8.21959545417708
מעלה יוסף,162,7,3,1,2017,,96.1,50.0,0.0,7.0,83.0,2.0,18.0,29.0,10.0,8.392083380373393
מעלה יוסף,162,7,3,1,2018,,96.0,52.0,1.0,7.0,87.0,7.0,21.0,25.0,10.0,8.564267598802166
מעלה יוסף,162,7,3,1,2019,,96.1,50.0,0.0,7.0,88.0,1.0,20.0,24.0,10.0,8.480736654405622
מעלה יוסף,162,7,3,1,2020,,97.1,52.0,1.0,8.0,93.0,4.0,15.0,24.0,10.0,8.348537825386098
מעלה עירון,163,2,5,0,2014,63.2,0.0,24.0,0.0,2.0,34.0,0.0,3.0,28.0,13.0,7.347943823148687
מעלה עירון,163,2,5,0,2015,63.2,0.0,25.0,0.0,3.0,44.0,1.0,2.0,28.0,12.0,7.437206366871292
מעלה עירון,163,2,5,0,2016,59.4,0.0,30.0,0.0,3.0,47.0,1.0,2.0,27.0,11.0,7.436617265234227
מעלה עירון,163,2,5,0,2017,59.4,0.0,33.0,0.0,3.0,58.0,6.0,4.0,26.0,11.0,7.343426229147367
מעלה עירון,163,2,5,0,2018,59.4,0.0,36.0,0.0,3.0,60.0,5.0,7.0,25.0,11.0,7.069874128458572
מעלה עירון,163,2,5,0,2019,59.4,0.0,41.0,0.0,3.0,60.0,8.0,5.0,25.0,11.0,6.680854678790215
מעלה עירון,163,2,5,0,2020,59.4,0.0,41.0,0.0,3.0,63.0,9.0,5.0,24.0,10.0,0.0
מעלות-תרשיחא,164,5,4,1,2014,123.9,68.4,35.0,4.0,3.0,73.0,9.0,11.0,25.0,9.0,7.087573705557973
מעלות-תרשיחא,164,5,4,1,2015,123.9,67.8,35.0,4.0,3.0,69.0,5.0,13.0,24.0,9.0,7.198183577101943
מעלות-תרשיחא,164,5,3,1,2016,122.9,67.6,35.0,4.0,6.0,73.0,7.0,13.0,24.0,9.0,7.0431599159883405
מעלות-תרשיחא,164,5,3,1,2017,122.9,66.7,37.0,3.0,5.0,76.0,18.0,20.0,24.0,9.0,7.191429330036379
מעלות-תרשיחא,164,5,3,1,2018,122.9,66.1,36.0,4.0,5.0,81.0,16.0,20.0,24.0,9.0,7.2868764117507
מעלות-תרשיחא,164,5,3,1,2019,122.9,65.5,37.0,4.0,4.0,76.0,13.0,18.0,25.0,9.0,7.583247524303362
מעלות-תרשיחא,164,5,3,1,2020,122.9,83.4,39.0,3.0,4.0,77.0,11.0,22.0,24.0,9.0,7.555905093611346
מצפה רמון,165,4,2,1,2014,173.0,88.3,24.0,0.0,1.0,64.0,2.0,4.0,25.0,8.0,7.687080155783135
מצפה רמון,165,3,2,1,2015,173.0,88.2,30.0,1.0,2.0,78.0,4.0,12.0,24.0,8.0,7.8826922062890254
מצפה רמון,165,3,2,1,2016,170.2,88.6,33.0,0.0,2.0,77.0,2.0,15.0,20.0,8.0,7.994969522697877
מצפה רמון,165,3,2,1,2017,170.2,89.0,33.0,0.0,2.0,77.0,6.0,15.0,22.0,8.0,8.075893630298857
מצפה רמון,165,3,2,1,2018,170.2,88.4,30.0,0.0,3.0,78.0,3.0,31.0,21.0,8.0,7.751475318021456
מצפה רמון,165,3,2,1,2019,170.2,88.1,31.0,0.0,4.0,83.0,4.0,20.0,21.0,7.0,8.014004994779459
מצפה רמון,165,3,2,1,2020,170.2,91.7,30.0,0.0,3.0,83.0,7.0,11.0,21.0,7.0,7.870547844507712
מרום הגליל,166,5,3,1,2014,134.1,80.2,24.0,5.0,5.0,47.0,3.0,2.0,21.0,6.0,8.479283618343016
מרום הגליל,166,5,3,1,2015,134.1,80.4,22.0,8.0,6.0,68.0,2.0,7.0,20.0,7.0,8.432506383249043
מרום הגליל,166,5,3,1,2016,,80.9,25.0,8.0,5.0,45.0,0.0,2.0,18.0,7.0,8.59452453435256
מרום הגליל,166,5,3,1,2017,,81.1,26.0,6.0,6.0,67.0,9.0,13.0,20.0,7.0,8.098338846189057
מרום הגליל,166,5,3,1,2018,,82.4,27.0,6.0,5.0,76.0,7.0,11.0,19.0,7.0,8.153349757998892
מרום הגליל,166,5,3,1,2019,,82.4,27.0,4.0,5.0,70.0,2.0,9.0,19.0,7.0,8.249052274171293
מרום הגליל,166,5,3,1,2020,,98.2,30.0,5.0,4.0,80.0,8.0,8.0,20.0,7.0,8.04012466444838
מרחבים,167,5,4,1,2014,81.3,99.3,37.0,0.0,4.0,83.0,9.0,13.0,27.0,12.0,7.713784616598755
מרחבים,167,5,4,1,2015,81.3,99.2,40.0,0.0,4.0,90.0,5.0,13.0,25.0,12.0,7.630461261783627
מרחבים,167,5,3,1,2016,,99.2,38.0,0.0,3.0,88.0,7.0,16.0,25.0,12.0,7.513163545234075
מרחבים,167,6,3,1,2017,,99.2,40.0,0.0,3.0,86.0,10.0,20.0,26.0,12.0,7.587817219993427
מרחבים,167,6,3,1,2018,,99.0,41.0,0.0,4.0,86.0,10.0,21.0,26.0,11.0,7.787382026484701
מרחבים,167,6,3,1,2019,,99.0,43.0,0.0,4.0,85.0,9.0,19.0,26.0,11.0,7.768533300926033
מרחבים,167,6,3,1,2020,,99.1,44.0,1.0,5.0,90.0,12.0,23.0,25.0,11.0,7.616775808698373
משגב,168,7,4,1,2014,102.6,72.5,32.0,1.0,5.0,86.0,7.0,12.0,29.0,11.0,7.840312983320164
משגב,168,7,4,1,2015,102.6,72.6,35.0,1.0,5.0,86.0,10.0,14.0,30.0,11.0,7.772331575169614
משגב,168,7,3,1,2016,,72.6,37.0,1.0,5.0,86.0,12.0,14.0,29.0,11.0,7.923348211930154
משגב,168,7,3,1,2017,,72.5,38.0,1.0,6.0,86.0,12.0,16.0,29.0,10.0,7.807510042216193
משגב,168,7,3,1,2018,,72.7,41.0,1.0,5.0,81.0,8.0,17.0,28.0,11.0,7.977968093128549
משגב,168,7,3,1,2019,,72.5,44.0,1.0,6.0,79.0,6.0,20.0,27.0,10.0,8.043020885298283
משגב,168,7,3,1,2020,,97.9,47.0,1.0,5.0,86.0,11.0,19.0,27.0,10.0,8.028781162487148
משהד,169,2,5,0,2014,91.6,0.0,25.0,0.0,6.0,50.0,1.0,3.0,27.0,10.0,5.442417710521793
משהד,169,2,5,0,2015,91.6,0.0,26.0,0.0,6.0,49.0,1.0,3.0,26.0,10.0,5.908082938168931
משהד,169,2,5,0,2016,90.5,0.0,28.0,0.0,5.0,53.0,2.0,5.0,27.0,10.0,6.289715570908998
משהד,169,2,5,0,2017,90.5,0.0,30.0,0.0,5.0,58.0,4.0,7.0,26.0,9.0,6.490723534502507
משהד,169,2,5,0,2018,90.5,0.0,32.0,0.0,5.0,48.0,3.0,7.0,26.0,9.0,7.111512116496157
משהד,169,2,5,0,2019,90.5,0.0,37.0,0.0,5.0,62.0,5.0,12.0,27.0,9.0,7.3613754289773485
משהד,169,2,5,0,2020,90.5,0.0,42.0,0.0,4.0,61.0,6.0,13.0,27.0,9.0,
נהרייה,170,5,4,1,2014,110.4,89.5,37.0,2.0,5.0,73.0,7.0,12.0,30.0,11.0,7.8655717576847906
נהרייה,170,6,4,1,2015,110.4,89.1,38.0,2.0,5.0,81.0,6.0,13.0,31.0,11.0,7.773173680482536
נהרייה,170,6,4,1,2016,106.1,88.6,40.0,3.0,5.0,77.0,6.0,13.0,30.0,11.0,7.816416983691801
נהרייה,170,6,4,1,2017,106.1,87.3,42.0,3.0,6.0,76.0,8.0,16.0,29.0,11.0,7.983440063006542
נהרייה,170,6,4,1,2018,106.1,86.4,42.0,4.0,6.0,73.0,7.0,15.0,29.0,11.0,8.148445666243235
נהרייה,170,6,4,1,2019,106.1,85.5,44.0,5.0,6.0,74.0,8.0,18.0,27.0,11.0,8.292798858200374
נהרייה,170,6,4,1,2020,106.1,87.1,44.0,6.0,6.0,76.0,8.0,19.0,26.0,11.0,7.951207156472972
נווה מדבר,171,1,3,0,2014,,0.0,9.0,0.0,7.0,34.0,0.0,0.0,27.0,14.0,0.0
נווה מדבר,171,1,3,0,2015,,0.0,10.0,0.0,7.0,34.0,0.0,1.0,27.0,13.0,0.0
נווה מדבר,171,1,3,0,2016,,0.0,12.0,0.0,7.0,30.0,0.0,1.0,26.0,12.0,0.0
נווה מדבר,171,1,3,0,2017,,0.0,12.0,0.0,7.0,35.0,0.0,1.0,26.0,12.0,0.0
נווה מדבר,171,1,3,0,2018,,0.0,14.0,0.0,8.0,42.0,1.0,3.0,26.0,12.0,0.0
נווה מדבר,171,1,3,0,2019,,0.0,18.0,0.0,8.0,44.0,0.0,4.0,25.0,12.0,6.658011045870748
נווה מדבר,171,1,3,0,2020,,0.0,21.0,0.0,9.0,50.0,2.0,3.0,26.0,12.0,5.568344503761097
נחל שורק,172,4,6,1,2014,33.2,99.8,29.0,5.0,3.0,82.0,11.0,13.0,27.0,13.0,7.29776828253138
נחל שורק,172,4,6,1,2015,33.2,99.8,31.0,5.0,2.0,79.0,8.0,13.0,28.0,16.0,6.240275845170769
נחל שורק,172,4,6,1,2016,,99.8,34.0,4.0,3.0,86.0,10.0,19.0,28.0,15.0,6.082218910376446
נחל שורק,172,4,6,1,2017,,99.8,38.0,3.0,3.0,86.0,12.0,18.0,27.0,16.0,7.01301578963963
נחל שורק,172,4,6,1,2018,,99.8,33.0,2.0,3.0,92.0,21.0,21.0,26.0,11.0,7.485491608030754
נחל שורק,172,5,6,1,2019,,99.9,37.0,2.0,4.0,91.0,16.0,24.0,25.0,11.0,7.610357618312838
נחל שורק,172,5,6,1,2020,,100.0,42.0,2.0,4.0,86.0,13.0,17.0,26.0,11.0,7.081708586105575
נחף,173,2,4,0,2014,115.6,0.0,27.0,0.0,3.0,78.0,10.0,13.0,28.0,11.0,6.740519359606223
נחף,173,2,4,0,2015,115.6,0.0,28.0,0.0,3.0,77.0,14.0,18.0,28.0,11.0,6.555356891810665
נחף,173,2,3,0,2016,115.9,0.0,31.0,0.0,3.0,78.0,10.0,17.0,27.0,11.0,6.411818267709897
נחף,173,2,3,0,2017,115.9,0.0,32.0,0.0,3.0,75.0,12.0,20.0,26.0,10.0,6.923628628138427
נחף,173,2,3,0,2018,115.9,0.0,36.0,0.0,4.0,74.0,13.0,22.0,25.0,10.0,6.3818160174060985
נחף,173,2,3,0,2019,115.9,0.0,39.0,0.0,3.0,50.0,12.0,21.0,26.0,10.0,6.805722553416985
נחף,173,2,3,0,2020,115.9,0.0,45.0,0.0,2.0,70.0,12.0,20.0,26.0,10.0,6.440946540632921
נס ציונה,174,7,8,1,2014,7.7,98.2,33.0,1.0,5.0,90.0,13.0,22.0,31.0,11.0,8.027150106832774
נס ציונה,174,8,8,1,2015,7.7,98.2,36.0,1.0,5.0,92.0,12.0,22.0,31.0,11.0,7.946971357693591
נס ציונה,174,8,8,1,2016,8.6,98.2,39.0,1.0,5.0,97.0,16.0,27.0,30.0,11.0,8.065579427282092
נס ציונה,174,8,8,1,2017,8.6,98.0,41.0,1.0,5.0,93.0,16.0,29.0,29.0,11.0,8.090708716083997
נס ציונה,174,8,8,1,2018,8.6,98.0,45.0,1.0,5.0,96.0,19.0,34.0,29.0,11.0,8.136518252115291
נס ציונה,174,9,8,1,2019,8.6,98.0,48.0,1.0,6.0,91.0,18.0,34.0,29.0,11.0,8.219056661060598
נס ציונה,174,9,8,1,2020,8.6,98.0,50.0,1.0,6.0,96.0,24.0,31.0,29.0,11.0,8.146419323098003
נצרת,175,3,6,0,2014,85.6,0.0,28.0,0.0,5.0,62.0,10.0,12.0,30.0,12.0,5.793013608384144
נצרת,175,3,6,0,2015,85.6,0.0,30.0,0.0,5.0,61.0,12.0,15.0,30.0,12.0,5.91350300563827
נצרת,175,3,5,0,2016,84.3,0.0,32.0,0.0,5.0,57.0,8.0,11.0,30.0,12.0,6.198478716492308
נצרת,175,3,5,0,2017,84.3,0.0,35.0,0.0,6.0,66.0,11.0,15.0,29.0,11.0,6.306275286948016
נצרת,175,3,5,0,2018,84.3,0.0,36.0,0.0,6.0,66.0,12.0,16.0,29.0,11.0,6.827629234502852
נצרת,175,3,5,0,2019,84.3,0.0,39.0,0.0,6.0,63.0,12.0,14.0,29.0,11.0,
נצרת,175,3,5,1,2020,84.3,0.0,40.0,0.0,5.0,70.0,13.0,13.0,29.0,11.0,
נצרת עילית,176,5,5,1,2014,88.7,64.4,32.0,4.0,5.0,66.0,3.0,11.0,24.0,10.0,8.244596756382498
נצרת עילית,176,5,5,1,2015,88.7,62.7,36.0,4.0,5.0,72.0,5.0,13.0,23.0,9.0,8.258940462988459
נצרת עילית,176,5,5,1,2016,86.1,61.2,38.0,4.0,5.0,66.0,2.0,16.0,23.0,9.0,8.339739766019143
נצרת עילית,176,5,5,1,2017,86.1,59.3,42.0,6.0,7.0,63.0,7.0,14.0,24.0,9.0,8.423321975806166
נצרת עילית,176,5,5,1,2018,86.1,57.9,41.0,7.0,7.0,77.0,8.0,18.0,23.0,9.0,8.567506005289827
נצרת עילית,176,5,5,1,2019,86.1,55.8,37.0,4.0,7.0,68.0,3.0,14.0,24.0,9.0,8.414717399827001
נצרת עילית,176,5,5,1,2020,86.1,77.9,40.0,5.0,7.0,78.0,3.0,14.0,24.0,9.0,8.337109129562474
נשר,177,7,6,1,2014,80.9,88.9,34.0,3.0,3.0,90.0,7.0,8.0,26.0,10.0,9.076466063419854
נשר,177,7,6,1,2015,80.9,88.9,41.0,3.0,4.0,95.0,8.0,17.0,26.0,10.0,9.151121012316212
נשר,177,7,5,1,2016,81.1,88.4,41.0,3.0,4.0,94.0,5.0,17.0,24.0,9.0,9.11943049661634
נשר,177,7,5,1,2017,81.1,88.0,41.0,3.0,5.0,88.0,7.0,17.0,24.0,10.0,9.048291920021784
נשר,177,7,5,1,2018,81.1,87.6,45.0,3.0,5.0,87.0,9.0,20.0,25.0,10.0,9.13259502335133
נשר,177,7,5,1,2019,81.1,86.7,48.0,3.0,5.0,84.0,7.0,16.0,24.0,10.0,9.167224080902555
נשר,177,7,5,1,2020,81.1,87.7,52.0,3.0,5.0,96.0,19.0,24.0,26.0,10.0,8.892473968347087
נתיבות,178,3,5,1,2014,70.7,96.3,31.0,0.0,4.0,63.0,1.0,3.0,24.0,15.0,7.116394144093465
נתיבות,178,3,5,1,2015,70.7,96.4,30.0,0.0,4.0,73.0,1.0,4.0,24.0,15.0,7.186901020411631
נתיבות,178,3,4,1,2016,72.7,96.6,33.0,0.0,4.0,73.0,1.0,5.0,24.0,15.0,7.275172319452771
נתיבות,178,3,4,1,2017,72.7,96.6,35.0,1.0,4.0,73.0,2.0,9.0,25.0,16.0,7.501634457883413
נתיבות,178,3,4,1,2018,72.7,96.6,30.0,1.0,4.0,82.0,2.0,8.0,25.0,10.0,6.695798917058491
נתיבות,178,3,4,1,2019,72.7,96.6,31.0,1.0,4.0,77.0,3.0,8.0,25.0,11.0,7.183870715062453
נתיבות,178,3,4,1,2020,72.7,96.8,32.0,1.0,4.0,83.0,6.0,7.0,25.0,11.0,6.848005274576363
נתניה,179,5,7,1,2014,16.6,92.4,34.0,4.0,5.0,72.0,6.0,9.0,29.0,11.0,8.135639903354386
נתניה,179,6,7,1,2015,16.6,92.2,36.0,5.0,5.0,69.0,5.0,9.0,29.0,11.0,8.158802490694002
נתניה,179,6,7,1,2016,16.0,92.0,37.0,5.0,5.0,74.0,6.0,11.0,29.0,12.0,8.216088098632316
נתניה,179,6,7,1,2017,16.0,91.7,38.0,6.0,5.0,74.0,5.0,13.0,28.0,11.0,8.292798858200374
נתניה,179,6,7,1,2018,16.0,91.1,38.0,6.0,6.0,80.0,5.0,15.0,28.0,11.0,8.410943391573527
נתניה,179,6,7,1,2019,16.0,90.2,40.0,6.0,6.0,81.0,8.0,17.0,28.0,11.0,8.514990767861038
נתניה,179,6,7,1,2020,16.0,90.5,42.0,7.0,6.0,84.0,9.0,17.0,27.0,11.0,8.444622498581403
סאג'ור,180,3,4,0,2014,120.5,0.0,22.0,0.0,4.0,67.0,3.0,12.0,27.0,10.0,7.130098510125578
סאג'ור,180,3,4,0,2015,120.5,0.0,25.0,0.0,5.0,71.0,14.0,18.0,29.0,10.0,7.30854279753919
סאג'ור,180,3,3,0,2016,118.5,0.0,28.0,0.0,5.0,57.0,6.0,11.0,29.0,9.0,7.611347717403621
סאג'ור,180,3,3,0,2017,118.5,0.0,32.0,0.0,6.0,75.0,9.0,14.0,26.0,9.0,7.80710329012598
סאג'ור,180,3,3,0,2018,118.5,0.0,38.0,0.0,6.0,66.0,13.0,25.0,26.0,9.0,7.819636302367592
סאג'ור,180,4,3,0,2019,118.5,0.0,45.0,0.0,5.0,79.0,4.0,9.0,25.0,9.0,7.789868559054706
סאג'ור,180,4,3,0,2020,118.5,0.0,47.0,0.0,5.0,90.0,12.0,25.0,24.0,9.0,6.967909201801884
סביון*,181,10,8,1,2014,1.5,98.8,49.0,3.0,1.0,,,,35.0,16.0,8.89740886527095
סביון*,181,10,8,1,2015,1.5,98.5,53.0,3.0,1.0,,,,34.0,16.0,8.782015969721936
סביון*,181,10,8,1,2016,1.5,98.4,49.0,4.0,1.0,,,,32.0,16.0,8.410498452745275
סביון*,181,10,8,1,2017,1.5,98.4,51.0,4.0,1.0,,,,32.0,16.0,8.707978826622321
סביון*,181,10,8,1,2018,1.5,98.1,50.0,3.0,0.0,,,,31.0,16.0,8.90720619496548
סביון*,181,10,8,1,2019,1.5,98.4,53.0,3.0,1.0,,,,30.0,17.0,8.974364841846596
סביון*,181,10,8,1,2020,1.5,98.4,46.0,3.0,1.0,,,,28.0,14.0,8.85609105525229
סח'נין,182,2,4,0,2014,105.3,0.0,33.0,0.0,3.0,83.0,15.0,12.0,29.0,13.0,0.0
סח'נין,182,3,4,0,2015,105.3,0.0,34.0,0.0,3.0,75.0,16.0,15.0,28.0,13.0,6.467698726104354
סח'נין,182,3,4,0,2016,106.3,0.0,38.0,0.0,3.0,73.0,13.0,12.0,28.0,12.0,6.8690144506657065
סח'נין,182,3,4,0,2017,106.3,0.0,40.0,0.0,3.0,65.0,13.0,18.0,27.0,12.0,6.993932975223189
סח'נין,182,3,4,0,2018,106.3,0.0,45.0,0.0,3.0,66.0,11.0,15.0,27.0,11.0,6.921658184151129
סח'נין,182,3,4,0,2019,106.3,0.0,49.0,0.0,3.0,75.0,11.0,13.0,27.0,11.0,6.739336627357174
סח'נין,182,3,4,0,2020,106.3,0.0,54.0,0.0,2.0,86.0,22.0,18.0,27.0,11.0,6.871091294610546
ע'ג'ר,183,3,2,0,2014,173.9,0.0,44.0,0.0,2.0,78.0,8.0,11.0,25.0,11.0,4.852030263919617
ע'ג'ר,183,3,2,0,2015,173.9,0.0,47.0,0.0,2.0,91.0,3.0,0.0,26.0,12.0,6.915723448631314
ע'ג'ר,183,3,2,0,2016,177.2,0.0,47.0,0.0,3.0,82.0,3.0,0.0,27.0,10.0,7.569411792450712
ע'ג'ר,183,2,2,0,2017,177.2,0.0,49.0,0.0,4.0,79.0,3.0,21.0,26.0,11.0,7.258412150595307
ע'ג'ר,183,2,2,0,2018,177.2,0.0,56.0,0.0,4.0,81.0,5.0,9.0,26.0,10.0,7.10085190894405
ע'ג'ר,183,3,2,0,2019,177.2,0.0,56.0,0.0,3.0,89.0,0.0,26.0,27.0,10.0,7.51479976048867
ע'ג'ר,183,3,2,0,2020,177.2,0.0,59.0,0.0,2.0,100.0,3.0,15.0,25.0,11.0,7.776115477098742
עומר,184,10,4,1,2014,93.7,97.1,43.0,0.0,1.0,75.0,8.0,12.0,35.0,14.0,7.398174092970465
עומר,184,9,4,1,2015,93.7,97.2,42.0,0.0,2.0,81.0,6.0,15.0,34.0,13.0,7.684324067681155
עומר,184,9,4,1,2016,92.3,96.9,43.0,0.0,1.0,83.0,9.0,15.0,32.0,14.0,7.8343923029104365
עומר,184,9,4,1,2017,92.3,96.7,40.0,0.0,2.0,89.0,19.0,24.0,32.0,13.0,7.968319500012717
עומר,184,9,4,1,2018,92.3,96.5,44.0,0.0,2.0,93.0,17.0,30.0,31.0,14.0,8.101071503119543
עומר,184,10,4,1,2019,92.3,96.2,46.0,0.0,2.0,93.0,23.0,26.0,31.0,14.0,8.13593277200489
עומר,184,10,4,1,2020,92.3,97.9,44.0,1.0,2.0,89.0,21.0,32.0,31.0,14.0,7.989899374942939
עיילבון,185,4,4,0,2014,109.2,0.0,24.0,0.0,4.0,53.0,13.0,6.0,30.0,12.0,7.175489713624222
עיילבון,185,4,4,0,2015,109.2,0.0,27.0,0.0,4.0,49.0,12.0,10.0,29.0,12.0,7.346655163176539
עיילבון,185,4,3,0,2016,107.4,0.0,28.0,0.0,4.0,51.0,6.0,10.0,29.0,12.0,7.565793282428515
עיילבון,185,5,3,0,2017,107.4,0.0,30.0,0.0,4.0,71.0,10.0,15.0,28.0,12.0,7.645875825184813
